dataset shorthand,type,Genus.ncbi,Species.ncbi,Species.name (queried GBIF),reason no map,IUCN?,to check,Range source,Range source website,Range description,Range errors,"Action (fine = no action needed; fine.unconfirmed = gbif records look good but no good info to check against; excl.points=exclude points according to code (lts, longs & gbifIDs); country.codes = use country codes as well as lats/longs/gbifIDs; remove.use.IUCN = remove from GBIF pipeline & use IUCN map; remove = unsolveable rnage errors, remove species entirely; partial.range = use only the part of the range where the thermal tolerance data come from (for sp with disjunct distributions in multiple coasts/continents) ",Action remove explanation,countries in range,country.codes,gbifIDs.to.excl,code to get gbifIDs to excl,excl.lon.below,excl.lon.above,excl.lat.below,excl.lat.above,who did final code,potential good gbif range for IUCN comp,Realm,Body Mass,tmax,tmax_metric,Sex,tmax_pretreatment,Rate of change (ramping temp) C/MIN,latctmax,longctmax,elevationctmax,REF_ctmax,location_ctmax,ctmin,tmin_metric,sex,Rate of change (ramping temp) c/min,tmin_pretreatment,latctmin,longctmin,elevationctmin,REF_ctmin,location_ctmin,Thropic position,dataset,birth Wild or Captive,thermal tolerance notes,original order,Genus (sDIV dataset May),Species (sDIV dataset May),Kingdom,Phylum,Class,Order,Family,NCBI.UID,change,double?,taxonomic issues
plants,angiosperm,Rhodocoma,gigantea,Rhodocoma gigantea,,,,PlantZA,http://www.plantzafrica.com/plantqrs/rhodogigant.htm,"endemic to SAf: altitudes of 100-400 m, Rhodocoma gigantea is distributed in the coastal mountains in the eastern part of the Western Cape and stretches to Port Elizabeth in the Eastern Cape.",excl point in mozambique,country.codes,,,ZA,,,,,,-32,AH,,Terrestrial,,,,,,,,,,,,-5.3,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Rhodocoma,gigantea,Plantae,Streptophyta,Liliopsida,Poales,Restionaceae,282994,,,
plants,angiosperm,Ribes,californicum,Ribes californicum,,,,,,,,,,,,,,,,,,,,Terrestrial,,54.1,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Ribes,californicum,Plantae,Streptophyta,Pentapetalae,Saxifragales,Grossulariaceae,208498,unranked level used,,
plants,angiosperm,Salvia,dorrii,Salvia dorrii,,,,,,,,,,,,,,,,,,,,Terrestrial,,54.9,tmax,,FF,,43.04,-73,760,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Salvia,dorrii,Plantae,Streptophyta,Pentapetalae,Lamiales,Lamiaceae,207754,unranked level used,,
plants,angiosperm,Salvia,leucophylla,Salvia leucophylla,,,,,,,,,,,,,,,,,,,,Terrestrial,,53,tmax,,FF,,34.1,-118.6,360,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Salvia ,leucophylla,Plantae,Streptophyta,Pentapetalae,Lamiales,Lamiaceae,392670,unranked level used,,
plants,angiosperm,Salvia,mellifera,Salvia mellifera,,,,,,,,,,,,,,,,,,,,Terrestrial,,50.7,tmax,,FF,,34.1,-118.6,360,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Salvia ,mellifera,Plantae,Streptophyta,Pentapetalae,Lamiales,Lamiaceae,392671,unranked level used,,
plants,angiosperm,Salvia,mohavensis,Salvia mohavensis,,,,,,,,,,,,,,,,,,,,Terrestrial,,52.7,tmax,,FF,,43.04,-73,760,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Salvia,mohavensis,Plantae,Streptophyta,Pentapetalae,Lamiales,Lamiaceae,207758,unranked level used,,
plants,angiosperm,Sambucus,mexicana,Sambucus mexicana,,,,,,,,,,,,,,,,,,,,Terrestrial,,55.6,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Sambucus,mexicana,Plantae,Streptophyta,Pentapetalae,Dipsacales,Adoxaceae,1053966,unranked level used,,
plants,angiosperm,Serruria,florida,Serruria florida,,,,PlantZA,http://www.plantzafrica.com/plantqrs/serrurflorid.htm,"protea endemic to SA, v restricted range: Serruria florida naturally occurs on the Franschhoek side of the Hottentots Holland Nature Reserve. It grows on mountain slopes in soils derived from granite, which is found below the sandstone soils typical of the Table Mountain Group.  ",,country.codes,,,ZA,,,18,19.5,,,AH,,Terrestrial,,,,,,,,,,,,-4.9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Serruria,florida,Plantae,Streptophyta,stem eudicotyledons,Proteales,Proteaceae,NA,,,
plants,angiosperm,Serruria,phylicoides,Serruria phylicoides,,,,SANBI redlist,http://redlist.sanbi.org/species.php?species=807-72,endemic to western cape province of SA,perfect match - gbif points form grid - from rouned coordinates?,country.codes,,,ZA,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-4.3,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Serruria,phylicoides,Plantae,Streptophyta,stem eudicotyledons,Proteales,Proteaceae,NA,,,
plants,angiosperm,Silene,acaulis,Silene acaulis,,,,,,,,,,,,,,,,,,,,Terrestrial,,50,LT50,,,,47.2,11.5,1945,Neuner et al 2010,1,,,,,,,,,,,,,W,adult leaves   ,,Silene,acaulis,Plantae,Streptophyta,Pentapetalae,Caryophyllales,Caryophyllaceae,39862,,,
plants,angiosperm,Sorbus,torminalis,Sorbus torminalis,,,,Royal Hort Soc,https://www.rhs.org.uk/plants/details?plantid=1862,"Europe, Africa, Asia",missig Africa,remove,missing S RL (Africa),,,,,,,,,AH,,Terrestrial,,46.7,LT50,,,,,,,Bilger et al 1984,3,,,,,,,,,,,,,C, Botanical garden Wurburg  ,,Sorbus,torminalis,Plantae,Streptophyta,Pentapetalae,Rosales,Rosaceae,106574,unranked level used,,
plants,moss,Sphagnum,balticum,Sphagnum balticum,,,,,,,,,,,,,,,,,,,,Terrestrial,,58.5,LT50,,,,61,28,70,Balagurova et al 1996,1,-20.4,LT50,,,,61,28,70,Balagurova et al 1996,1,,,W,   ,,Sphagnum,baltican,Plantae,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,128184,species name updated,,
plants,moss,Sphagnum,capillifolium,Sphagnum capillifolium,,,,,,,,,,,,,,,,,,,,Terrestrial,,49.9,LT50,,,1,46.86,10.89,1998,Buchner & Neuner 2010,1,-16.1,LT50,,2,,46.86,10.89,1998,Buchner & Neuner 2010,1,,,W,   ,,Sphagnum,capillifolium,Plantae,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,128189,,,
plants,moss,Sphagnum,fuscum,Sphagnum fuscum,,,,,,,,,,,,,,,,,,,,Terrestrial,,57.7,LT50,,,,61,28,70,Balagurova et al 1996,1,-16.9,LT50,,,,61,28,70,Balagurova et al 1996,1,,,W,   ,,Sphagnum,fuscum,Plantae,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,128203,,,
plants,moss,Sphagnum,magellanicum,Sphagnum magellanicum,,,,,,,,,,,,,,,,,,,,Terrestrial,,58.1,LT50,,,,61,28,70,Balagurova et al 1996,1,-16.4,LT50,,,,61,28,70,Balagurova et al 1996,1,,,W,   ,,Sphagnum,magellanicum,Plantae,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,128215,,,
plants,moss,Sphagnum,subsecundum,Sphagnum subsecundum,,,,,,,,,,,,,,,,,,,,Terrestrial,,59.7,LT50,,,,61,28,70,Balagurova et al 1996,1,-21.5,LT50,,,,61,28,70,Balagurova et al 1996,1,,,W,   ,,Sphagnum,subsecundum,Plantae,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,231106,,,
plants,moss,Sphagnum,teres,Sphagnum teres,,,,,,,,,,,,,,,,,,,,Terrestrial,,59.2,LT50,,,,61,28,70,Balagurova et al 1996,1,-18.5,LT50,,,,61,28,70,Balagurova et al 1996,1,,,W,   ,,Sphagnum,teres,Plantae,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,128249,,,
plants,angiosperm,Streblus,banksii,Streblus banksii,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-4.9,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Streblus,banksii,Plantae,Streptophyta,Pentapetalae,Rosales,Moraceae,450848,used unranked level Pentapetalae,,
plants,angiosperm,Syncarpia,glomulifera,Syncarpia glomulifera,,,,New South Wales flora,http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Syncarpia~glomulifera,"(previously Syncarpia laurifolia) endemic to australia NSW & Queensland: in NSW widespread in coastal districts and the lower ranges, north from Murramurang N.P.  Wikipedia : eastern Queensland and New South Wales, from Atherton in the far north to as far south as Murramarang National Park.[4][6]  NSW flora suggests inland records from that province are wrong, so excl",gbif points go slightly farther N than Atherton (ie 17S) but look convincing.  Accept up to 15.5deg S,country.codes,,,AU,994455840;462313199;41522860;993139379,,144.6,,-36,-15.5,AH,,Terrestrial,,,,,,,,,,,,-4.1,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,Australian plant in NZ Botanical gardens   ,,Syncarpia,procera,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,178137,species name updated,,
plants,lichen,Teloschistes,capensis,Teloschistes capensis,,,,,,,,,,,,,,,,,,,,Terrestrial,,44.4,LT100,,,,-28.6,16.5,50,Maphangwa_et_al 2014,1,,,,,,,,,,,,,W,"lethal photosynthetic temp
photosynthesis lethal temp   ",,Teloschistes,capensis,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,1300023,,,
plants,angiosperm,Teucrium,chamaedrys,Teucrium chamaedrys,,,,wikipedia,.,"native to Mediterranean region of Europe and North Africa, and to the Middle East as far east as Iran.",imssign S RL (Iran),remove,missing S RL (Iran),,,,,,,,,AH,,Terrestrial,,47.5,LT50,,,,,,,Bilger et al 1984,3,,,,,,,,,,,,,C, Botanical garden Wurburg  ,,Teucrium,chamaedrys,Plantae,Streptophyta,Pentapetalae,Lamiales,Lamiaceae,53176,unranked level used,,
plants,moss,Thuidium,cymbifolium,Thuidium cymbifolium,,,,,,,,,,,,,,,,,,,,Terrestrial,,53.5,LT50,,,,28.25,109.67,325,Liu et al 2003,1,,,,,,,,,,,,,W,50% injury to the plants    ,,Thuidium,cymbifolium,Plantae,Streptophyta,Bryopsida,Hypnales,Thuidiaceae,100467,,,
plants,angiosperm,Toxicodendron,diversilobum,Toxicodendron diversilobum,,,,,,,,,,,,,,,,,,,,Terrestrial,,59.1,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Toxicodendron,diversilobum,Plantae,Streptophyta,Pentapetalae,Sapindales,Anacardiaceae,300207,unranked level used,,
plants,angiosperm,Tristania,neriifolia,Tristania neriifolia,,,,Australia Native  Plants Society,http://anpsa.org.au/t-ner.html,endemic to Australia: narrow dist in coastal NSW,,country.codes,,,AU,,,,,,-32,AH,,Terrestrial,,,,,,,,,,,,-4.5,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,Australian plant in NZ Botanical gardens   ,,Tristania,neriifolia,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,178181,,,
plants,angiosperm,Ugni,molinae,Ugni molinae,,,,chileflora,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0291.htm,"Chile & adjacent rgentina, regions VII to XI",range doesnêt extend far enough,remove,missing N & S RL,,CL;AR,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-14.2,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South American plant in NZ Botanical gardens   ,,Ugni,molinae,Plantae,Streptophyta,Pentapetalae,Myrtales,Myrtaceae,260145,,,
plants,lichen,Umbilicaria,decussata,Umbilicaria decussata,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-10.8,ctmin,,,,-69.7,22.6,,Lange 1965,2,,,W,CTMIN= temp at which they no longer intake co2   ,,Umbilicaria,decussata,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,87275,,,
plants,lichen,Umbilicaria,hyperborea,Umbilicaria hyperborea,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-14.8,ctmin,,,,51.7,10.6,800,Lange 1965,1,,,W,CTMIN= temp at which they no longer intake co2   ,,Umbilicaria,hyperborea,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,87277,,,
plants,lichen,Usnea,acanthera,Usnea acanthera,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-9.3,ctmin,,,,4.2,9.2,2000,Lange 1965,1,,,W,CTMIN= temp at which they no longer intake co2   ,,Usnea,acanthera,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,,,
plants,lichen,Usnea,florida,Usnea florida,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-7.9,ctmin,,,,4.2,9.2,2000,Lange 1965,1,,,W,CTMIN= temp at which they no longer intake co2   ,,Usnea,ochrophora,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,111620,species name updated Synonymy = Usnea florida¾in myobank,,
plants,lichen,Usnea,livida,Usnea livida,no occurances,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-10,ctmin,,,,2,17,,Lange 1965,2,,,W,CTMIN= temp at which they no longer intake co2   ,,Usnea,livida,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,,,
plants,angiosperm,Veronica,densifolia,Veronica densifolia,,,,"New Zealand Plant Conservation Network, Austr gov",http://www.nzpcn.org.nz/flora_details.aspx?ID=2151,"Indigneous; New Zealand: South Island (throughout), also present in Australia (NSW & tasmania)","not enough info on weird australian distribution, gbif points donêt cover enough of S island",remove,"missing RLs in S Island, too few points in Oz",,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-13.2,LT50,,0.083,FF,-44.9,169.1,1520,Bannister et al. 2005,1,,,W,Foliage New Zealand FF = processed within 24hrs  ,,Veronica ,densifolia,Plantae,Streptophyta,Pentapetalae,Lamiales,Plantaginaceae,74667,used unranked level Pentapetalae,,
plants,angiosperm,Vinca,minor,Vinca minor,,,,Bahadori etal (2012); Koyuncu etal (2015),,"Bahadori: native to central and southern Europe, from Portugal and France north to the Netherlands and the Baltic States, east to the Caucasus, and also southwestern Asia in Turkey. But unclear if native or naturalized in turkey.  Koyuncu etal say not native to Turkey",cant get good confirmation whether its native to spain & portugual or naturalized.  Missing those countries from gbif data,remove,"widely naturalized, cant confirm range",,,,,,,,,AH,,Terrestrial,,51.8,LT50,,,,,,,Bilger et al 1984,3,,,,,,,,,,,,,C, Botanical garden Wurburg  ,,Vinca,minor,Plantae,Streptophyta,Pentapetalae,Gentianales,Apocynaceae,60093,unranked level used,,
plants,angiosperm,Virgilia,divaricata,Virgilia divaricata,,,,PlantZA,http://www.plantzafrica.com/planttuv/virgilia.htm,Virgilia divaricata and V. oroboides are very similar and are often confused with each other. V. divaricata also occurs below 1 200 m but from Klein Swartberg Mountains to George to Van Staden's Pass near Port Elizabeth in Eastern Cape,excl points outside very-presicely described range.  Assume other species or cultivated,country.codes,,,ZA,,,20,26,,-33,AH,,Terrestrial,,,,,,,,,,,,-4.8,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Virgilia,capensis,Plantae,Streptophyta,Pentapetalae,Fabales,Fabaceae,58850,species names updated,,
plants,angiosperm,Vitis,vinifera,Vitis vinifera,,,,Arroyo Garica & Revilla ,http://www.intechopen.com/books/the-mediterranean-genetic-code-grapevine-and-olive/the-current-status-of-wild-grapevine-populations-vitis-vinifera-ssp-sylvestris-in-the-mediterranean-,this spp = wild version of the wine grape.  ,Wild pops now hybridize w domestic so I woul dprob not include - also missing S RL in north africa & S Italy,remove,missing S RL + hybridization w domestic grapes,,,,,,,,,AH,,Terrestrial,,47.5,LT50,,,,,,,Bilger et al 1984,3,,,,,,,,,,,,,C, Botanical garden Wurburg  ,,Vitis,vinifera,Plantae,Streptophyta,Pentapetalae,Vitales,Vitaceae,29760,unranked level used,,
plants,angiosperm,Weinmannia,silvicola,Weinmannia silvicola,no occurances,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-7.4,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Weinmannia,silvicola,Plantae,Streptophyta,Pentapetalae,Oxalidales,Cunoniaceae,3780,used unranked level Pentapetalae,,
plants,angiosperm,Weinmannia,trichosperma,Weinmannia trichosperma,,,,chileflora,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0097.htm,chile (VII-XII) & argentina,looks good except for pint in Nam,country.codes,,,CL;AR,,,,,-54,-34,AH,,Terrestrial,,,,,,,,,,,,-8.5,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South American plant in NZ Botanical gardens   ,,Weinmannia,trichosperma,Plantae,Streptophyta,Pentapetalae,Oxalidales,Cunoniaceae,140593,,,
plants,gymnosperm,Widdringtonia,schwarzii,Widdringtonia schwarzii,,,,PlantZA,http://www.plantzafrica.com/plantwxyz/widdringschwar.htm,endemic to Baviaanskloof and Kouga Mountains in the Eastern Cape (SA),,country.codes,,,ZA,,,22,25,,,AH,,Terrestrial,,,,,,,,,,,,-6.7,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Widdringtonia,schwarzii,Plantae,Streptophyta,Pinidae,Cupressales,Cupressaceae,104009,subclass used,,
plants,lichen,Xanthomaculina,hottentotta,Xanthomaculina hottentotta,,,,,,,,,,,,,,,,,,,,Terrestrial,,47.1,LT100,,,,-31.4,18.6,160,Maphangwa_et_al 2014,1,,,,,,,,,,,,,W,"lethal photosynthetic temp
photosynthesis lethal temp   ",,Xanthomaculina,hottentotta,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,235514,,,
plants,lichen,Xanthoparmelia,austroafricana,Xanthoparmelia austroafricana,,,,,,,,,,,,,,,,,,,,Terrestrial,,47.5,LT100,,,,-31.4,18.6,160,Maphangwa_et_al 2014,1,,,,,,,,,,,,,W,"lethal photosynthetic temp
photosynthesis lethal temp   ",,Xanthoparmelia,austroafricana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,1515416,,,
plants,lichen,Xanthoparmelia,hyporhytida,Xanthoparmelia hyporhytida,,,,,,,,,,,,,,,,,,,,Terrestrial,,47.4,LT100,,,,-31.4,18.6,160,Maphangwa_et_al 2014,1,,,,,,,,,,,,,W,"lethal photosynthetic temp
photosynthesis lethal temp   ",,Xanthoparmelia,hyporhytida,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,,,
plants,lichen,Xanthoparmelia,sp.,Xanthoparmelia sp.,no species range,,,,,,,,,,,,,,,,,,,Terrestrial,,48.1,LT100,,,,-31.4,18.6,160,Maphangwa_et_al 2014,1,,,,,,,,,,,,,W,"lethal photosynthetic temp
photosynthesis lethal temp   ",,Xanthoparmelia,sp.,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,,,
plants,lichen,Xanthoparmelia,taractica,Xanthoparmelia taractica,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-14.2,ctmin,,,,44.2,-0.1,,Lange 1965,1,,,W,CTMIN= temp at which they no longer intake co2   ,,Xanthoparmelia,taractica,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,,,
plants,.,Artemisia,californica,,double,,double,,,,,.,,,,,,,,,,JS,,Terrestrial,,53.9,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Artemisia,californica,Plantae,Streptophyta,Pentapetalae,Asterales,Asteraceae,86309,unranked level used,d,
plants,.,Baccharis,pilularis,,double,,double,,,,,.,,,,,,,,,,AH,,Terrestrial,,54.3,tmax,,FF,,34.1,-118.6,360,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Baccharis,pilularis,Plantae,Streptophyta,Pentapetalae,Asterales,Asteraceae,NA,unranked level used,d,
